Sample,abstract,source_llm,story_id,story_text,review_criterion,human_label,auto_label,annotator_decision,review_flag,actual_flag,row_type,partner_story_ids,human_partner_label,ensemble_confidence,fired_models,llm_justification
original,A22,Gemini_1.5_flash,US7,"As a freelancer with limited work history, I want the assessment framework to consider my potential and ability to learn, not just my past experience.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US3,,0.5,Son+GPT120b,[Sonnet] [functional] depends on ['US3'] – US7 (freelancer with limited history wanting potential considered) depends on the assessment framework referenced in US3 existing and being configurable. (avoidable: False)
original,A22,Gemini_1.5_flash,US8,"As a client with a specific project requirement, I want the assessment framework to prioritize freelancers with relevant skills and experience for my job.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US3,,0.5,Son+GPT120b,[Sonnet] [functional] depends on ['US3'] – US8 (client prioritizing freelancers with relevant skills) depends on the assessment framework described in US3 being built and operational. (avoidable: False)
original,A22,Llama 3.1 70b,US10,"As a client, I want to have access to a user-friendly interface that provides a comprehensive assessment of freelancers based on the proposed framework so that I can make informed hiring decisions with ease.",independent,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,"US6, US7",,1.0,Son+GPT120b+DSv3+DSTerm,"[Sonnet] [functional] depends on ['US6', 'US7'] – US10 (user-friendly interface providing comprehensive assessment based on the proposed framework) depends on the framework being developed in US6 and US7. (avoidable: False) || [GPT-120b] [functional] depends on ['US6'] – A UI that presents the assessment results can only be built once the assessment framework (US6) is available. (avoidable: False)"
original,A22,Llama 3.1 70b,US3,"As a freelancer, I want my abilities and skills to be accurately assessed so that I can increase my chances of being hired for jobs that match my expertise.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US5,,0.5,Son+GPT120b,
original,A22,Llama 3.1 70b,US4,"As a client, I want to be able to trust the ratings of freelancers on an online labor marketplace so that I can make informed hiring decisions.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US5,,0.5,Son+GPT120b,[GPT-120b] [functional] depends on ['US5'] – Clients can trust ratings only if the system administrator improves rating accuracy. (avoidable: False)
original,A22,Llama 3.1 70b,US5,"As a system administrator, I want to improve the accuracy of freelancer ratings so that clients can make better hiring decisions.",independent,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,"US3, US4, US6",,0.75,Son+DSv3+DSTerm,"[Sonnet] [functional] depends on ['US3', 'US4'] – US5 (improving accuracy of freelancer ratings) depends on a rating system existing (US4) and freelancer abilities being assessed (US3). (avoidable: False) || [DeepSeek-V3.2] [functional] depends on ['US4'] – US5's goal to 'improve the accuracy of freelancer ratings' is a functional enhancement to the system feature (ratings) that US4 ('trust the ratings') assumes exists and uses. (avoidable: False)"
original,A22,Llama 3.1 70b,US6,"As a researcher, I want to develop a multidimensional assessment framework that evaluates freelancers on several dimensions so that clients can get a more comprehensive view of a freelancer's abilities.",independent,0,1,1.0,REVISED:missed,IGNORE,PARTNER,US10,,0.25,DSv3,"[DeepSeek-V3.2] [functional] depends on [] – US6's goal to 'develop a multidimensional assessment framework' is a foundational or research activity that likely must precede the implementation of features that use it (e.g., US7, US10). (avoidable: False)"
original,A22,Llama 3.1 70b,US6,"As a researcher, I want to develop a multidimensional assessment framework that evaluates freelancers on several dimensions so that clients can get a more comprehensive view of a freelancer's abilities.",independent,0,1,1.0,REVISED:missed,IGNORE,PARTNER,US5,,0.25,DSv3,
original,A22,Llama 3.1 70b,US7,"As a client, I want the assessment framework to not only use current information about the freelancer but also utilize their past job performance so that I can get a more accurate picture of their abilities.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US10,,0.75,Son+GPT120b+DSv3,
original,A22,O1_mini,US1,"As a client on an online marketplace, I want a multidimensional assessment framework to evaluate freelancers, so that I can make more informed hiring decisions beyond biased ratings.",independent,1,1,1.0,REVISED:missed,OK,PARTNER,US9,,0.5,Son+GPT120b,
original,A22,O1_mini,US3,"As a platform manager, I want to implement a comprehensive assessment system, so that the hiring process becomes more efficient and trustworthy for both clients and freelancers.",independent,0,0,0.0,REVISED:missed,OK,PARTNER,US9,,1.0,,
original,A22,O1_mini,US9,"As a user experience designer, I want to create an intuitive interface for the assessment framework, so that clients can easily understand and utilize the multidimensional evaluations during their hiring process.",independent,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,"US1, US3",,1.0,Son+GPT120b+DSv3+DSTerm,[Sonnet] [functional] depends on ['US3'] – US9 requires the assessment framework (US3) to exist before a UX designer can create an interface for it. (avoidable: False) || [GPT-120b] [functional] depends on ['US3'] – An intuitive UI can only be created once the underlying assessment framework exists. (avoidable: False)
original,A22,Llama 3.1 70b,US7,"As a client, I want the assessment framework to not only use current information about the freelancer but also utilize their past job performance so that I can get a more accurate picture of their abilities.",estimatable,0,1,0.0,IGNORE,IGNORE,FLAGGED,,,0.333,DSTerm,
original,A22,Gemini_1.5_flash,US1,"As a client on an online labor marketplace, I want to find the best freelancer for my job, but sifting through hundreds of applicants with inflated ratings is overwhelming.",conceptually_sound,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSTerm,
original,A22,O1_mini,US3,"As a platform manager, I want to implement a comprehensive assessment system, so that the hiring process becomes more efficient and trustworthy for both clients and freelancers.",atomic,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A23,Gemini_1.5_flash,US7,"As a librarian or information professional, I want to use PAWS to understand the strengths and weaknesses of different search engines and guide my users towards reliable and diverse information sources.",estimatable,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm+GPT120b+GPT20b,
original,A24,Llama 3.1 70b,US10,"As a developer, I want to evaluate the performance of the ArnetMiner system using empirical methods, so that I can identify areas for improvement and refine the system to better meet the needs of users.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A24,Llama 3.1 70b,US3,"As a librarian, I want to integrate publication data from existing digital libraries into a unified academic social network, so that I can provide a single platform for researchers to access and share information.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A24,Llama 3.1 70b,US1,"As a researcher, I want to be able to search for other researchers with similar expertise and interests, so that I can collaborate with them and expand my professional network.",estimatable,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT120b,
original,A3,Gemini_1.5_flash,US7,"As a journalist, I want a tool that helps me identify potential sources of misinformation and disinformation that are spread through aggressive online behavior.",uniform,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b,
original,A3,Gemini_1.5_flash,US6,"As a brand manager, I want a system that can detect aggressive mentions of my brand on Twitter so that I can address any negativity and protect our reputation.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A3,Llama 3.1 70b,US3,"As a researcher, I want to compare the performance of our real-time framework with traditional batch-based machine learning models, so that I can demonstrate the effectiveness of our approach.",unambiguous,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A3,O1_mini,US1,"As a social media moderator, I want real-time alerts of aggressive tweets, so I can promptly address and remove harmful content.
",unambiguous,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A3,O1_mini,US6,"As a compliance officer, I want detailed reports on detected aggressive behavior, so I can ensure the platform adheres to community guidelines and regulations.
",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A3,Llama 3.1 70b,US7,"As a developer, I want to integrate our real-time framework with existing social media platforms, so that I can provide a seamless user experience and detect aggressive behavior across different platforms.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A3,O1_mini,US10,"As a cybersecurity analyst, I want the system to detect and report coordinated aggressive campaigns, so I can mitigate large-scale harassment or abuse efforts effectively.
",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A3,Llama 3.1 70b,US3,"As a researcher, I want to compare the performance of our real-time framework with traditional batch-based machine learning models, so that I can demonstrate the effectiveness of our approach.",estimatable,0,1,0.0,IGNORE,IGNORE,FLAGGED,,,0.333,DSTerm,
original,A4,Gemini_1.5_flash,US1,"As a military leader, I want to leverage AI for improved situational awareness and faster decision-making on the battlefield to gain a tactical advantage.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A4,O1_mini,US10,"As a defense strategist, I want AI-powered drones to learn from each mission, so that their performance improves continuously and adapts to emerging threats.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A4,Llama 3.1 70b,US10,"As a system architect, I want to design and implement an AI-powered drone system that can adapt to changing circumstances and learn from experience, so that I can create a truly autonomous and effective military capability.",conflict_free,0,1,1,REVISED:missed,REVISED:missed,FLAGGED,"US2, US7",,1.0,GPT120b+Son+DSv3,"[GPT-120b] [cross_cutting_concern] US10 aims to create a fully autonomous, self‑learning drone capability. US7 calls for cooperative guidelines that emphasise human oversight and responsible development, creating a tension between unrestricted autonomy and required oversight. (with ['US7']) || [Sonnet] [cross_cutting_concern] US10 aims to create a 'truly autonomous' military capability that 'adapts and learns from experience,' implying minimal human control. US7 requires responsible development guidelines that typically mandate human oversight. Full autonomy conflicts with ethical oversight requirements. (with ['US7']) | [cross_cutting_concern] U"
original,A4,Llama 3.1 70b,US2,"As a security expert, I want to identify the potential risks and challenges associated with AI in the security environment, so that I can mitigate them through cooperation and collaboration.",conflict_free,1,1,1,REVISED:missed,OK,PARTNER,US10,,0.333,Son,"[Sonnet] [cross_cutting_concern] US3 pushes for autonomous AI drone development (innovation/capability expansion), while US2 focuses on identifying and mitigating risks through cooperation. Rapid autonomous capability development conflicts with a risk-mitigation-first approach. (with ['US3']) | [cross_cutting_concern] US10 seeks to build a fully autonomous,"
original,A4,Llama 3.1 70b,US7,"As a policy-maker, I want to develop cooperative frameworks and guidelines for the responsible development and use of AI-powered drones, so that I can minimize risks and promote ethical behavior.",conflict_free,1,1,1,REVISED:missed,OK,PARTNER,US10,,1.0,GPT120b+Son+DSv3,"[GPT-120b] [cross_cutting_concern] US4 seeks to leverage AI‑powered drones for combat and non‑combat operations, while US7 proposes responsible‑use frameworks that may restrict or regulate combat employment. The goals conflict (tactical advantage vs. ethical/regulatory constraints). (with ['US4']) | [cross_cutting_concern] US10 aims to create a fully autonomo || [Sonnet] [cross_cutting_concern] US3 focuses on designing drones that 'operate autonomously' to enhance military capabilities, while US7 calls for 'responsible development and use' with cooperative frameworks to 'minimize risks and promote ethical behavior.' Full autonomy in lethal systems directly conflicts with ethical oversight frameworks, which typicall"
original,A5,O1_mini,US9,"As a manager, I want to receive feedback from staff and patients about the GoCart’s performance, so I can make informed decisions on necessary improvements.",uniform,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b,
original,A5,Gemini_1.5_flash,US1,"As a healthcare staff member, I want to efficiently deliver items using the robot to reduce my workload and improve patient care.",problem_oriented,0,1,0.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,GPT120b,
original,A5,Llama 3.1 70b,US7,"As a IT Support Specialist, I want the GoCart robot to be integrated with our existing systems and infrastructure so that I can easily troubleshoot and maintain the robot.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A5,Llama 3.1 70b,US1,"As a Pathology Laboratory Staff Member, I want to easily and efficiently deliver blood and urine samples using the GoCart robot so that I can reduce my workload and focus on other tasks.",estimatable,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT120b,
original,A5,Llama 3.1 70b,US7,"As a IT Support Specialist, I want the GoCart robot to be integrated with our existing systems and infrastructure so that I can easily troubleshoot and maintain the robot.",estimatable,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT20b,
original,A5,Llama 3.1 70b,US9,"As a Robot Maintenance Technician, I want to easily access and update the GoCart robot's software and firmware so that I can ensure it remains functional and efficient.",estimatable,0,1,0.0,IGNORE,IGNORE,FLAGGED,,,0.333,DSTerm,
original,A5,O1_mini,US10,"As an IT specialist, I want the GoCart to integrate seamlessly with our existing hospital information systems, so data flows smoothly and operations are streamlined.",estimatable,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT120b,
original,A5,O1_mini,US8,"As a security officer, I want the GoCart to have secure access controls, so sensitive deliveries are protected from unauthorized access.",estimatable,0,1,1.0,IGNORE,IGNORE,FLAGGED,,,0.333,DSTerm,
original,A5,Gemini_1.5_flash,US5,"As a patient, I want to receive my meals promptly and accurately delivered by the robot to enhance my hospital stay.",conflict_free,1,0,1.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,A5US8Ge,conflict,1.0,,
original,A5,Gemini_1.5_flash,US8,"As a facility manager, I want to ensure the robot operates safely and securely within the facility.",conflict_free,1,1,1.0,REVISED:false_alarm,OK,PARTNER,US5,source,0.667,GPT120b+Son,
original,A6,Gemini_1.5_flash,US3,"As a safety researcher evaluating ADAS performance, I want to understand how driver intention recognition using Gaussian Mixture Models (GMM) can improve the effectiveness of forward collision avoidance (FCA) and autonomous emergency braking (AEB) systems.",unique,1,1,0.0,REVISED:false_alarm,OK,PARTNER,US5,diffRoleSameStory,1.0,Son+DSv3+GPT120b,
original,A6,Gemini_1.5_flash,US5,"As a driver concerned about automation dependence, I want clear information and transparency about how the ADAS interprets my driving behavior and when it might intervene.",unique,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,A6US3Ge,diffRoleSameStory,1.0,,
original,A6,Gemini_1.5_flash,US1,"As a driver using ADAS features, I want the system to anticipate my braking intentions and provide smoother and more natural assistance during forward collision avoidance scenarios.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A6,Llama 3.1 70b,US2,"As a researcher, I want to develop a method to recognize driver intention and behavior using Gaussian Mixture Model (GMM) to make ADAS more human-like and personalized.",conceptually_sound,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSTerm,
original,A6,Gemini_1.5_flash,US7,"As a data scientist working with driving data, I want access to tools and techniques like GMM for accurate driver behavior classification and prediction.",atomic,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b+DSv3,
original,A6,Llama 3.1 70b,US7,"As a safety expert, I want to evaluate the performance of personalized ADAS in reducing accidents and improving safety outcomes compared to traditional FCA systems.",atomic,1,0,1.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,,
original,A7,O1_mini,US2,"As a mental health professional, I want access to predictive analytics on patients' mental states, so I can provide proactive and personalized care.",unique,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,PARTNER,US4,diffRoleSameStory,1.0,,
original,A7,O1_mini,US4,"As a school counselor, I want to monitor the mental health of high school students through AI insights, so I can address issues like stress and anxiety early.
",unique,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,"A7US2O1, A7US5O1",diffRoleSameStory,1.0,,
original,A7,O1_mini,US5,"As a company HR manager, I want to utilize AI tools to assess the mental well-being of employees, so I can implement programs to reduce burnout and improve productivity.
",unique,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,PARTNER,US4,diffRoleSameStory,1.0,,
original,A7,Gemini_1.5_flash,US10,"As a researcher evaluating the tool, I want transparent reporting on the performance and potential biases of the machine learning algorithms used in mental health prediction.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A7,Llama 3.1 70b,US4,"As a healthcare provider, I want to use unsupervised learning techniques to analyze questionnaire responses from target groups, such as high school students and working professionals, to identify patterns and trends in mental health.",estimatable,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT20b,
original,A8,O1_mini,US6,"As a healthcare manager, I want detailed reports on detected anomalies, so I can evaluate the effectiveness of our monitoring services and make informed decisions.
",uniform,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b,
original,A8,Gemini_1.5_flash,US8,"As a user of the anomaly detection system, I want clear explanations and context about the detected anomalies to aid in understanding their potential significance.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A8,Llama 3.1 70b,US2,"As a ficial analyst, I want to apply anomaly detection techniques to transactional data to identify fraudulent activities and prevent ficial losses.",problem_oriented,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A8,O1_mini,US7,"As a software developer, I want to implement scalable K-means and K-medoids clustering algorithms, so the system can handle increasing amounts of sensor data efficiently.
",minimal,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A8,O1_mini,US2,"As a patient, I want my wearable device to monitor my vital signs continuously, so I can receive early warnings of any abnormal health conditions.
",estimatable,1,0,1.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A9,Llama 3.1 70b,US1,"As a clinician, I want a clinical decision support system that balances computation time and predictive accuracy to support timely and accurate disease diagnosis.",uniform,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,GPT120b,
original,A9,Llama 3.1 70b,US2,"As a data scientist, I want to use machine learning techniques with incremental updates to analyze large collections of medical datasets for disease diagnosis, reducing the computation time and improving predictive accuracy.",unambiguous,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,1.0,DSTerm,
original,A9,Llama 3.1 70b,US9,"As a patient, I want to benefit from a clinical decision support system that can provide timely and accurate diagnoses, reducing the risk of misdiagnosis and improving health outcomes.",unambiguous,1,0,1.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A9,Gemini_1.5_flash,US2,"As a researcher developing clinical decision support systems, I want to explore machine learning techniques like Fuzzy SVM for improved heart disease diagnosis.",minimal,1,0,1.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
original,A9,O1_mini,US2,"As a data scientist, I want to apply Principal Component Analysis (PCA) for dimensionality reduction, so the model can process large medical datasets efficiently without losing critical information.
",independent,0,0,0.0,IGNORE,OK,PARTNER,US5,,1.0,,
original,A9,O1_mini,US2,"As a data scientist, I want to apply Principal Component Analysis (PCA) for dimensionality reduction, so the model can process large medical datasets efficiently without losing critical information.
",independent,0,0,0.0,IGNORE,OK,PARTNER,US6,,1.0,,
original,A9,O1_mini,US5,"As a software developer, I want to implement incremental learning techniques in the Fuzzy SVM model, so the system can continuously improve its accuracy with new data without extensive reprocessing.
",independent,0,1,0.0,IGNORE,IGNORE,FLAGGED,US2,,0.25,Son,"[Sonnet] [functional] depends on ['US2'] – US5 implements incremental learning in Fuzzy SVM. For this to work efficiently on large datasets, PCA dimensionality reduction (US2) should already be in place to reduce input dimensionality before incremental learning. (avoidable: True)"
original,A9,O1_mini,US5,"As a software developer, I want to implement incremental learning techniques in the Fuzzy SVM model, so the system can continuously improve its accuracy with new data without extensive reprocessing.
",independent,0,1,0.0,IGNORE,IGNORE,PARTNER,US6,,0.25,Son,
original,A9,O1_mini,US6,"As a medical researcher, I want to utilize both unsupervised and supervised learning techniques, so I can enhance the predictive capabilities and robustness of the heart disease diagnosis model.
",independent,0,1,0.0,IGNORE,IGNORE,FLAGGED,"US2, US5",,0.25,Son,"[Sonnet] [is_a] depends on ['US2', 'US5'] – US6 wants to utilize both unsupervised (e.g., PCA from US2) and supervised learning (e.g., Fuzzy SVM from US5) techniques. US6 is a higher-level story that encompasses the specific implementations in US2 and US5. (avoidable: True)"
original,A9,Gemini_1.5_flash,US8,"As a system administrator, I want the heart disease prediction system to be secure and compliant with patient data privacy regulations.",estimatable,0,1,1.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT20b,
original,A9,Gemini_1.5_flash,US9,"As a user of the system, I want a user-friendly interface that allows me to easily input patient data and receive clear results.",estimatable,0,1,1.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,DSTerm,
original,A9,Llama 3.1 70b,US6,"As a system administrator, I want to integrate incremental PCA and FSVM into the clinical decision support system to reduce the computation time of disease prediction and improve system performance.",estimatable,0,1,0.0,REVISED:missed,REVISED:missed,FLAGGED,,,0.667,DSTerm+GPT20b,
original,A9,Gemini_1.5_flash,US5,"As a patient undergoing a heart disease diagnosis, I want to be assured that the tools used are accurate and up-to-date with the latest medical data.",conflict_free,0,1,0.0,IGNORE,IGNORE,FLAGGED,"US6, US8",,0.333,Son,"[Sonnet] [cross_cutting_concern] US5 (patient) wants the system to be 'up-to-date with the latest medical data,' implying continuous data ingestion and model updates. US8 (system administrator) wants the system to be 'secure and compliant with patient data privacy regulations.' Continuously updating with new patient data (US5/US6) can conflict with privacy"
original,A9,Gemini_1.5_flash,US6,"As a developer of the heart disease prediction system, I want the ability to continuously update the model with new patient data using incremental learning techniques.",conflict_free,1,1,1.0,IGNORE,OK,PARTNER,US5,,0.333,Son,
original,A9,Gemini_1.5_flash,US8,"As a system administrator, I want the heart disease prediction system to be secure and compliant with patient data privacy regulations.",conflict_free,1,1,1.0,IGNORE,OK,PARTNER,US5,,0.667,GPT120b+Son,"[Sonnet] [cross_cutting_concern] US5 (patient) wants the system to be 'up-to-date with the latest medical data,' implying continuous data ingestion and model updates. US8 (system administrator) wants the system to be 'secure and compliant with patient data privacy regulations.' Continuously updating with new patient data (US5/US6) can conflict with privacy"
original,A9,Llama 3.1 70b,US3,"As a researcher, I want to develop a predictive method for heart disease diagnosis using a combination of unsupervised and supervised learning techniques, including Principal Component Analysis (PCA) and Self-Organizing Map.",conflict_free,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,A9US4Ll,conflict,1.0,,
original,A9,Llama 3.1 70b,US4,"As a developer, I want to implement Fuzzy Support Vector Machine (Fuzzy SVM) to improve the accuracy of heart disease classification and reduce the impact of missing values in medical datasets.",conflict_free,1,0,0.0,REVISED:false_alarm,REVISED:false_alarm,PARTNER,US3,source,1.0,,
original,A9,O1_mini,US1,"As a cardiologist, I want the system to quickly analyze patient data using incremental Fuzzy SVM, so I can receive timely and accurate heart disease diagnoses.
",conflict_free,0,1,0.0,IGNORE,IGNORE,FLAGGED,"US10, US3",,0.333,Son,"[Sonnet] [cross_cutting_concern] US1 emphasizes 'timely and accurate' diagnoses using incremental Fuzzy SVM, implying accuracy is paramount. US3 focuses on reducing computation time to evaluate more patients promptly without increasing resource costs. These goals can conflict: optimizing for speed/throughput may require trade-offs in model complexity and ac"
original,A9,O1_mini,US1,"As a cardiologist, I want the system to quickly analyze patient data using incremental Fuzzy SVM, so I can receive timely and accurate heart disease diagnoses.
",conflict_free,0,1,0.0,IGNORE,IGNORE,PARTNER,US3,,0.333,Son,"[Sonnet] [cross_cutting_concern] US1 emphasizes 'timely and accurate' diagnoses using incremental Fuzzy SVM, implying accuracy is paramount. US3 focuses on reducing computation time to evaluate more patients promptly without increasing resource costs. These goals can conflict: optimizing for speed/throughput may require trade-offs in model complexity and ac"
original,A9,O1_mini,US10,"As a medical educator, I want to use the predictive system as a teaching tool, so that students can learn about the application of machine learning techniques in disease diagnosis and understand the trade-offs between computation time and accuracy.",conflict_free,1,1,0.0,IGNORE,OK,PARTNER,US1,,0.333,Son,[Sonnet] [goal_conflict] US1 requires the system to be used for real clinical diagnoses with timely and accurate results. US10 wants to use the same predictive system as a teaching tool where students explore 'trade-offs between computation time and accuracy.' Using a clinical diagnostic system as an experimental teaching tool where trade-offs are explored
original,A9,O1_mini,US10,"As a medical educator, I want to use the predictive system as a teaching tool, so that students can learn about the application of machine learning techniques in disease diagnosis and understand the trade-offs between computation time and accuracy.",conflict_free,1,1,0.0,IGNORE,OK,PARTNER,US3,,0.333,Son,[Sonnet] [goal_conflict] US1 requires the system to be used for real clinical diagnoses with timely and accurate results. US10 wants to use the same predictive system as a teaching tool where students explore 'trade-offs between computation time and accuracy.' Using a clinical diagnostic system as an experimental teaching tool where trade-offs are explored
original,A9,O1_mini,US3,"As a healthcare administrator, I want the diagnostic system to reduce computation time, so that more patients can be evaluated promptly without increasing resource costs.
",conflict_free,0,1,0.0,IGNORE,IGNORE,FLAGGED,"US1, US10",,0.333,Son,"[Sonnet] [cross_cutting_concern] US1 emphasizes 'timely and accurate' diagnoses using incremental Fuzzy SVM, implying accuracy is paramount. US3 focuses on reducing computation time to evaluate more patients promptly without increasing resource costs. These goals can conflict: optimizing for speed/throughput may require trade-offs in model complexity and ac"
original,A9,O1_mini,US3,"As a healthcare administrator, I want the diagnostic system to reduce computation time, so that more patients can be evaluated promptly without increasing resource costs.
",conflict_free,0,1,0.0,IGNORE,IGNORE,PARTNER,US1,,0.333,Son,"[Sonnet] [cross_cutting_concern] US1 emphasizes 'timely and accurate' diagnoses using incremental Fuzzy SVM, implying accuracy is paramount. US3 focuses on reducing computation time to evaluate more patients promptly without increasing resource costs. These goals can conflict: optimizing for speed/throughput may require trade-offs in model complexity and ac"
original,A9,O1_mini,US5,"As a software developer, I want to implement incremental learning techniques in the Fuzzy SVM model, so the system can continuously improve its accuracy with new data without extensive reprocessing.
",conflict_free,0,1,0.0,IGNORE,IGNORE,FLAGGED,US9,,0.333,Son,"[Sonnet] [cross_cutting_concern] US5 requires the model to continuously improve with new data via incremental learning, meaning the model changes over time. US9 requires validating model performance on fixed real-world datasets (Cleveland and Statlog) to ensure reliability. A continuously evolving model (US5) makes static validation (US9) insufficient or po"
original,A9,O1_mini,US5,"As a software developer, I want to implement incremental learning techniques in the Fuzzy SVM model, so the system can continuously improve its accuracy with new data without extensive reprocessing.
",conflict_free,0,1,0.0,IGNORE,IGNORE,PARTNER,US9,,0.333,Son,"[Sonnet] [cross_cutting_concern] US5 requires the model to continuously improve with new data via incremental learning, meaning the model changes over time. US9 requires validating model performance on fixed real-world datasets (Cleveland and Statlog) to ensure reliability. A continuously evolving model (US5) makes static validation (US9) insufficient or po"
original,A9,O1_mini,US9,"As a quality assurance officer, I want to validate the model’s performance on real-world datasets like Cleveland and Statlog, so I can ensure its reliability and effectiveness in clinical settings.
",conflict_free,0,1,0.0,IGNORE,IGNORE,FLAGGED,US5,,0.333,Son,"[Sonnet] [cross_cutting_concern] US5 requires the model to continuously improve with new data via incremental learning, meaning the model changes over time. US9 requires validating model performance on fixed real-world datasets (Cleveland and Statlog) to ensure reliability. A continuously evolving model (US5) makes static validation (US9) insufficient or po"
original,A9,O1_mini,US9,"As a quality assurance officer, I want to validate the model’s performance on real-world datasets like Cleveland and Statlog, so I can ensure its reliability and effectiveness in clinical settings.
",conflict_free,0,1,0.0,IGNORE,IGNORE,PARTNER,US5,,0.333,Son,"[Sonnet] [cross_cutting_concern] US5 requires the model to continuously improve with new data via incremental learning, meaning the model changes over time. US9 requires validating model performance on fixed real-world datasets (Cleveland and Statlog) to ensure reliability. A continuously evolving model (US5) makes static validation (US9) insufficient or po"
original,A9,Gemini_1.5_flash,US1,"As a doctor diagnosing heart disease, I want a fast and accurate prediction tool that can handle missing data in patient records.",atomic,1,0,1.0,NEEDS_REVIEW,NEEDS_REVIEW,FLAGGED,,,0.5,,
additional,A20,O1_mini,US5,"As a healthcare provider, I want to identify patients with high risk of drug abuse using predictive models, so that I can offer timely counseling and treatment options.",atomic,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
additional,A19,O1_mini,US7,"As a marketing manager, I want insights from the credit default predictions, so that I can tailor credit card offers to low-risk customers and reduce default rates.",atomic,1,0,0,REVISED:false_alarm,REVISED:false_alarm,FLAGGED,,,1.0,,
